Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
89;D.J. Carton;SG;23;TOR;4;0;9;0.8;2;0.375;0.3;1;0.25;0.5;1;0.5;0.438;1;1.3;0.8;0.5;0.5;1;0.8;0.3;0;0.3;0.8;2.8
90;Alex Caruso;SG;29;CHI;71;57;28.7;3.6;7.6;0.468;1.9;4.7;0.408;1.6;2.9;0.563;0.593;1;1.4;0.76;0.9;3;3.8;3.5;1.7;1;1.4;2.5;10.1
91;Colin Castleton;C;23;LAL;16;0;3.7;0.6;1;0.563;0;0;0;0.6;1;0.563;0.563;0.4;0.4;1;0.4;0.4;0.8;0.2;0.1;0;0.2;0.7;1.5
92;Malcolm Cazalon;SG;22;DET;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
93;Julian Champagnie;SF;22;SAS;74;59;19.8;2.2;5.4;0.408;1.4;3.7;0.365;0.9;1.7;0.504;0.534;1;1.2;0.815;0.6;2.2;2.8;1.4;0.6;0.6;0.8;1;6.8
94;Justin Champagnie;SF;22;WAS;15;1;15.7;2.1;5.2;0.41;0.9;3;0.289;1.3;2.2;0.576;0.494;0.8;1;0.8;1.3;2.3;3.5;1.3;0.7;0.6;0.7;0.9;5.9
95;Max Christie;SG;20;LAL;67;7;14.1;1.5;3.6;0.427;0.6;1.8;0.356;0.9;1.8;0.496;0.515;0.5;0.7;0.783;0.2;1.9;2.1;0.9;0.3;0.3;0.5;0.9;4.2
96;Sidy Cissoko;SF;19;SAS;12;0;11.8;1.3;2.8;0.485;0.1;1;0.083;1.3;1.8;0.714;0.5;1;1.3;0.8;0.7;1.2;1.8;0.8;0.6;0.3;0.3;1.5;3.8
97;Brandon Clarke;PF;27;MEM;6;1;22.3;5.5;9.8;0.559;0.2;1;0.167;5.3;8.8;0.604;0.568;0.2;1.2;0.143;2.2;3.2;5.3;1.5;0.8;1;0.5;1.3;11.3
98;Jordan Clarkson;SG;31;UTA;55;19;30.6;6.1;14.8;0.413;1.7;5.6;0.294;4.5;9.2;0.485;0.469;3.2;3.7;0.881;0.9;2.5;3.4;5;0.6;0.1;2.7;1.5;17.1
99;Nic Claxton;C;24;BRK;71;71;29.8;5.2;8.2;0.629;0;0.1;0.2;5.1;8.1;0.633;0.63;1.5;2.8;0.551;2.7;7.2;9.9;2.1;0.6;2.1;1.3;2.5;11.8
100;Noah Clowney;PF;19;BRK;23;4;16.1;2.2;4;0.538;0.5;1.4;0.364;1.7;2.6;0.633;0.602;0.9;1.3;0.7;1.1;2.4;3.5;0.8;0.3;0.7;0.7;1.1;5.8
101;Amir Coffey;SF;26;LAC;70;13;20.9;2.4;5;0.472;1;2.6;0.38;1.4;2.4;0.571;0.571;0.9;1;0.859;0.4;1.7;2.1;1.1;0.6;0.2;0.5;1.5;6.6
102;John Collins;PF;26;UTA;68;66;28;5.8;11;0.532;1.3;3.4;0.371;4.6;7.6;0.605;0.59;2.2;2.7;0.795;2.3;6.1;8.5;1.1;0.6;0.9;1.4;2.8;15.1
103;Zach Collins;C;26;SAS;69;29;22.1;4.3;8.9;0.484;0.8;2.6;0.32;3.5;6.3;0.552;0.531;1.8;2.3;0.753;1.7;3.7;5.4;2.8;0.5;0.8;1.9;3;11.2
104;Mike Conley;PG;36;MIN;76;76;28.9;3.9;8.5;0.457;2.4;5.3;0.442;1.5;3.1;0.481;0.595;1.3;1.5;0.911;0.5;2.4;2.9;5.9;1.2;0.2;1.3;1.7;11.4
105;Pat Connaughton;SF;31;MIL;76;3;22.1;2;4.6;0.435;1.1;3.1;0.345;0.9;1.4;0.633;0.553;0.6;0.8;0.759;0.7;2.5;3.1;2.1;0.5;0.3;0.6;1.3;5.6
106;Bilal Coulibaly;SF;19;WAS;63;15;27.2;3;6.9;0.435;1;2.9;0.346;2;3.9;0.502;0.509;1.5;2.1;0.702;0.9;3.2;4.1;1.7;0.9;0.8;1.4;2.2;8.4
107;Ricky Council IV;SG;22;PHI;32;0;9;1.7;3.5;0.482;0.4;1;0.375;1.3;2.5;0.525;0.536;1.7;2.2;0.746;0.4;1;1.4;0.5;0.3;0;0.2;0.5;5.4
108;Robert Covington;SF-PF;33;TOT;29;6;16.8;1.5;3.4;0.439;0.7;1.9;0.339;0.8;1.4;0.571;0.536;0.8;0.9;0.846;1.1;2.3;3.3;0.8;1.3;0.6;0.4;1.9;4.4
108;Robert Covington;PF;33;LAC;3;3;23;1;3;0.333;0.7;2.7;0.25;0.3;0.3;1;0.444;0.3;0.7;0.5;0.7;2;2.7;2.3;2;0.7;0;2.3;3
108;Robert Covington;SF;33;PHI;26;3;16.1;1.5;3.4;0.449;0.7;1.8;0.354;0.9;1.6;0.561;0.545;0.8;0.9;0.875;1.1;2.3;3.4;0.7;1.3;0.6;0.4;1.9;4.5
109;Torrey Craig;SF;33;CHI;53;14;19.8;2;4.7;0.43;1.1;2.9;0.392;0.9;1.8;0.49;0.55;0.5;0.7;0.75;1.3;2.8;4.1;1.1;0.6;0.4;0.6;2.1;5.7
110;Jae Crowder;PF;33;MIL;50;25;23.1;2.3;5.4;0.422;1.2;3.3;0.349;1.1;2.1;0.538;0.53;0.5;0.7;0.722;0.6;2.6;3.2;1.3;0.8;0.2;0.5;1.5;6.2
111;Jalen Crutcher;PG;24;NOP;1;0;3;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
112;Cade Cunningham;PG;22;DET;62;62;33.5;8.5;18.8;0.449;1.9;5.4;0.355;6.5;13.4;0.487;0.5;3.8;4.4;0.869;0.5;3.8;4.3;7.5;0.9;0.4;3.4;2.5;22.7
113;Seth Curry;SG;33;TOT;44;4;14;1.8;4.6;0.392;0.9;2.5;0.352;1;2.2;0.438;0.485;0.6;0.7;0.903;0.4;1.1;1.5;1;0.5;0.1;0.5;0.9;5.1
113;Seth Curry;SG;33;DAL;36;3;12.7;1.5;4;0.372;0.8;2.2;0.363;0.7;1.8;0.385;0.472;0.5;0.5;0.895;0.4;1;1.4;0.8;0.5;0.1;0.4;0.9;4.3
113;Seth Curry;SG;33;CHO;8;1;19.9;3.3;7.4;0.441;1.1;3.5;0.321;2.1;3.9;0.548;0.517;1.4;1.5;0.917;0.4;1.6;2;1.8;0.6;0.4;0.6;0.9;9
114;Stephen Curry;PG;35;GSW;74;74;32.7;8.8;19.5;0.45;4.8;11.8;0.408;4;7.7;0.515;0.573;4;4.4;0.923;0.5;4;4.5;5.1;0.7;0.4;2.8;1.6;26.4
115;Dyson Daniels;PG;20;NOP;61;16;22.3;2.3;5.1;0.447;0.7;2.2;0.311;1.6;2.9;0.551;0.514;0.6;0.9;0.642;1;2.9;3.9;2.7;1.4;0.4;1;1.7;5.8
116;Anthony Davis;C;30;LAL;76;76;35.5;9.4;16.9;0.556;0.4;1.4;0.271;9;15.5;0.582;0.567;5.5;6.8;0.816;3.1;9.5;12.6;3.5;1.2;2.3;2.1;2.3;24.7
117;Johnny Davis;SG;21;WAS;50;6;12.3;1.2;3.1;0.403;0.3;0.8;0.35;1;2.3;0.421;0.448;0.3;0.5;0.583;0.4;1.1;1.4;0.6;0.4;0.2;0.3;1.1;3
118;JD Davison;SG;21;BOS;8;0;4.9;0.6;1.5;0.417;0.4;0.9;0.429;0.3;0.6;0.4;0.542;0.4;0.5;0.75;0.3;1;1.3;1.3;0.1;0.1;0.3;0.5;2
119;Dexter Dennis;SG;24;DAL;4;0;7.5;2.5;4.8;0.526;0.3;2;0.125;2.3;2.8;0.818;0.553;0.3;0.8;0.333;0.3;2;2.3;1;0;0.3;0.8;0.3;5.5
120;DeMar DeRozan;SF;34;CHI;79;79;37.8;8.2;17.2;0.48;0.9;2.8;0.333;7.3;14.3;0.509;0.507;6.6;7.7;0.853;0.5;3.8;4.3;5.3;1.1;0.6;1.7;2;24
121;Moussa Diabaté;C;22;LAC;11;0;5.8;0.9;1.7;0.526;0;0;0;0.9;1.7;0.526;0.526;0.8;1.3;0.643;1.4;0.8;2.2;0.4;0.5;0.1;0.2;0.4;2.6
122;Mamadi Diakite;PF;27;TOT;6;0;4;0.7;1;0.667;0;0.2;0;0.7;0.8;0.8;0.667;0.7;1;0.667;0.2;0.5;0.7;0.3;0.2;0.2;0.2;0.3;2
122;Mamadi Diakite;PF;27;SAS;3;0;5.3;1.3;1.7;0.8;0;0;0;1.3;1.7;0.8;0.8;1.3;2;0.667;0.3;0.7;1;0.7;0;0.3;0;0.3;4
122;Mamadi Diakite;PF;27;NYK;3;0;2.7;0;0.3;0;0;0.3;0;0;0;0;0;0;0;0;0;0.3;0.3;0;0.3;0;0.3;0.3;0
123;Hamidou Diallo;SG;25;WAS;2;0;2.5;0.5;1;0.5;0;0;0;0.5;1;0.5;0.5;0;0;0;1;0;1;0.5;1;0;0.5;0.5;1
124;Gradey Dick;SG;20;TOR;60;17;21.1;3.2;7.4;0.425;1.5;4;0.365;1.7;3.4;0.495;0.524;0.7;0.9;0.863;0.5;1.8;2.2;1.1;0.6;0;0.8;1.5;8.5
125;Ousmane Dieng;PF;20;OKC;33;0;11.1;1.5;3.5;0.422;0.6;2.1;0.3;0.8;1.4;0.609;0.513;0.4;0.5;0.875;0.3;1.2;1.5;1.1;0.2;0.2;0.6;0.7;4
126;Spencer Dinwiddie;PG;30;TOT;76;52;28.3;3.3;8.4;0.392;1.6;4.8;0.337;1.7;3.6;0.467;0.489;2.2;2.8;0.805;0.4;2.3;2.7;4.7;0.7;0.3;1.2;1.8;10.5
126;Spencer Dinwiddie;PG;30;BRK;48;48;30.7;4.1;10.4;0.391;1.9;5.8;0.32;2.2;4.6;0.48;0.48;2.6;3.3;0.781;0.5;2.8;3.3;6;0.8;0.2;1.3;1.8;12.6
126;Spencer Dinwiddie;PG;30;LAL;28;4;24.2;2;5;0.397;1.3;3.2;0.389;0.8;1.8;0.412;0.521;1.6;1.8;0.88;0.1;1.5;1.7;2.4;0.5;0.5;1;1.9;6.8
127;Donte DiVincenzo;SG;27;NYK;81;63;29.1;5.5;12.4;0.443;3.5;8.7;0.401;2;3.7;0.542;0.584;1.1;1.4;0.754;0.8;2.9;3.7;2.7;1.3;0.4;1.4;2;15.5
128;Luka Don?i?;PG;24;DAL;70;70;37.5;11.5;23.6;0.487;4.1;10.6;0.382;7.4;13;0.573;0.573;6.8;8.7;0.786;0.8;8.4;9.2;9.8;1.4;0.5;4;2.1;33.9
129;Luguentz Dort;SF;24;OKC;79;79;28.4;3.6;8.3;0.438;2;5;0.394;1.7;3.3;0.506;0.557;1.6;2;0.826;0.9;2.7;3.6;1.4;0.9;0.6;0.9;2.9;10.9
130;Ayo Dosunmu;SG;24;CHI;76;37;29.1;4.7;9.5;0.501;1.6;3.9;0.403;3.2;5.6;0.568;0.583;1.1;1.4;0.81;0.7;2.1;2.8;3.2;0.9;0.5;1.4;2.2;12.2
131;Jeff Dowtin;PG;26;PHI;12;0;11.8;1.7;3;0.556;0.8;1.6;0.474;0.9;1.4;0.647;0.681;0.3;0.3;0.75;0.3;1.4;1.7;2.3;0.6;0.1;0.4;0.1;4.3
132;Henri Drell;SF;23;CHI;4;0;7.5;1;2.5;0.4;0.5;1.5;0.333;0.5;1;0.5;0.5;0.3;0.5;0.5;0.3;0.8;1;1;0.5;0.3;0.5;1.5;2.8
133;Andre Drummond;C;30;CHI;79;10;17.1;3.4;6.1;0.556;0;0;0;3.4;6;0.56;0.556;1.6;2.8;0.592;3.4;5.6;9;0.5;0.9;0.6;1;1.8;8.4
134;Chris Duarte;SF;26;SAC;59;11;12.2;1.4;3.6;0.381;0.7;2.2;0.346;0.6;1.4;0.434;0.486;0.4;0.6;0.788;0.4;1.4;1.8;0.7;0.5;0.1;0.4;1.4;3.9
135;David Duke Jr.;SG;24;SAS;4;0;12.8;2.5;4.5;0.556;0.8;1.5;0.5;1.8;3;0.583;0.639;0.8;0.8;1;0.5;2;2.5;1.3;0.5;0;0.8;1;6.5
136;Kris Dunn;PG;29;UTA;66;32;18.9;2.2;4.7;0.47;0.6;1.7;0.369;1.6;3.1;0.525;0.535;0.3;0.5;0.688;0.8;2.1;2.9;3.8;1;0.4;1.2;2;5.4
137;Kevin Durant;PF;35;PHO;75;75;37.2;10;19.1;0.523;2.2;5.4;0.413;7.8;13.7;0.567;0.581;4.8;5.6;0.856;0.5;6.1;6.6;5;0.9;1.2;3.3;1.8;27.1
138;Jalen Duren;C;20;DET;61;60;29.1;5.7;9.2;0.619;0;0.1;0;5.7;9.2;0.623;0.619;2.3;3;0.79;3.1;8.5;11.6;2.4;0.5;0.8;2.1;3.1;13.8
139;Tari Eason;PF;22;HOU;22;0;21.8;4;8.6;0.466;0.8;2.3;0.36;3.2;6.3;0.504;0.513;1;1.5;0.636;2.1;4.9;7;1.2;1.4;0.9;0.9;2.3;9.8
140;Anthony Edwards;SG;22;MIN;79;78;35.1;9.1;19.7;0.461;2.4;6.7;0.357;6.7;13;0.515;0.522;5.4;6.4;0.836;0.7;4.8;5.4;5.1;1.3;0.5;3.1;1.8;25.9
141;Kessler Edwards;SF;23;SAC;54;0;5.1;0.6;1.5;0.415;0.4;1;0.385;0.3;0.6;0.467;0.537;0.1;0.2;0.556;0.2;0.6;0.8;0.3;0.2;0.1;0.1;0.5;1.7
142;Keon Ellis;SG;24;SAC;57;21;17.2;1.9;4.1;0.461;1.2;2.9;0.417;0.6;1.1;0.578;0.612;0.5;0.6;0.743;0.6;1.6;2.2;1.5;0.9;0.5;0.6;2;5.4
143;Joel Embiid;C;29;PHI;39;39;33.6;11.5;21.8;0.529;1.4;3.6;0.388;10.2;18.3;0.556;0.561;10.2;11.6;0.883;2.4;8.6;11;5.6;1.2;1.7;3.8;2.9;34.7
144;Drew Eubanks;C;26;PHO;75;6;15.6;2;3.4;0.601;0;0;1;2;3.3;0.596;0.607;1;1.2;0.774;1.4;2.9;4.3;0.8;0.4;0.8;0.8;1.5;5.1
145;Tosan Evbuomwan;SF;22;TOT;17;8;21.6;2.1;4.2;0.507;0.7;1.9;0.375;1.4;2.3;0.615;0.592;1;1.5;0.68;1.1;2.5;3.5;0.9;0.4;0.3;0.5;1.4;5.9
145;Tosan Evbuomwan;SF;22;MEM;4;0;18.5;1;3.8;0.267;0.5;2;0.25;0.5;1.8;0.286;0.333;0;0;0;2;1.5;3.5;1.5;0;0.3;0.3;1.3;2.5
145;Tosan Evbuomwan;SF;22;DET;13;8;22.5;2.5;4.3;0.571;0.8;1.8;0.417;1.7;2.5;0.688;0.661;1.3;1.9;0.68;0.8;2.8;3.5;0.8;0.5;0.3;0.6;1.4;7
146;Dante Exum;PG;28;DAL;55;17;19.8;2.9;5.5;0.533;1;2;0.491;2;3.5;0.557;0.621;1;1.2;0.779;0.5;2.3;2.7;2.9;0.4;0.1;0.9;1.5;7.8
147;Bruno Fernando;C;25;ATL;45;2;15.2;2.4;4.2;0.583;0;0.1;0;2.4;4.1;0.596;0.583;1.4;2.1;0.667;1.3;3;4.3;1;0.6;0.6;1;2.4;6.3
148;Dorian Finney-Smith;PF;30;BRK;68;56;28.4;3.2;7.5;0.421;1.7;4.9;0.348;1.4;2.6;0.56;0.535;0.5;0.7;0.717;1.6;3.1;4.7;1.6;0.8;0.6;0.9;2.2;8.5
149;Adam Flagler;SG;24;OKC;2;0;7;0.5;3.5;0.143;0.5;3;0.167;0;0.5;0;0.214;0;0;0;0;0;0;2;0;0;0;0;1.5
150;Malachi Flynn;PG;25;TOT;69;0;12.7;2;4.7;0.418;0.8;2.4;0.331;1.2;2.3;0.513;0.505;0.8;1;0.732;0.3;1.3;1.7;1.9;0.6;0.1;0.9;1;5.5
150;Malachi Flynn;PG;25;TOR;31;0;15.3;1.8;4.4;0.409;0.9;2.6;0.35;0.9;1.8;0.491;0.511;0.5;0.7;0.773;0.4;1.7;2.1;2.4;0.6;0.2;1.1;1.4;5.1
150;Malachi Flynn;PG;25;NYK;14;0;4.3;0.6;1.6;0.391;0.3;0.9;0.308;0.4;0.7;0.5;0.478;0.6;0.8;0.818;0;0.4;0.4;0.4;0.1;0;0.2;0.2;2.2
150;Malachi Flynn;PG;25;DET;24;0;14.3;3;6.9;0.43;1;3.2;0.316;2;3.7;0.528;0.503;1.1;1.6;0.684;0.3;1.5;1.8;2.1;0.8;0.1;1.1;0.9;8
151;Simone Fontecchio;SF;28;TOT;66;43;24.9;3.8;8.3;0.46;2;5.1;0.401;1.8;3.2;0.551;0.582;0.8;1;0.818;1;2.8;3.7;1.5;0.7;0.3;1;1.7;10.5
151;Simone Fontecchio;SF;28;UTA;50;34;23.2;3.2;7.2;0.45;1.8;4.7;0.391;1.4;2.5;0.56;0.577;0.6;0.8;0.8;1;2.5;3.5;1.5;0.6;0.4;1;1.6;8.9
151;Simone Fontecchio;SF;28;DET;16;9;30.3;5.7;11.9;0.479;2.7;6.3;0.426;3;5.6;0.539;0.592;1.4;1.6;0.846;0.8;3.6;4.4;1.8;0.9;0.3;1.1;1.8;15.4
152;Jordan Ford;PG;25;SAC;6;0;3.7;0.7;1.2;0.571;0.3;0.5;0.667;0.3;0.7;0.5;0.714;0.3;0.3;1;0;0.3;0.3;0.3;0;0;0.2;0;2
153;Trent Forrest;SG;25;ATL;38;0;10.9;0.9;2.4;0.378;0.1;0.3;0.2;0.8;2.1;0.4;0.389;0.3;0.4;0.765;0.3;1.1;1.3;2.4;0.3;0.1;0.5;0.7;2.2
154;Evan Fournier;SG;31;TOT;32;0;18.1;2.5;6.9;0.357;1;4.1;0.254;1.4;2.8;0.505;0.432;0.9;1.1;0.806;0.2;1.7;1.8;1.5;0.9;0.2;0.7;1.5;6.9
154;Evan Fournier;SG;31;NYK;3;0;13;1.3;6.7;0.2;0.7;5;0.133;0.7;1.7;0.4;0.25;0.7;0.7;1;0;1.3;1.3;1;1.3;0;0.3;1.3;4
154;Evan Fournier;SG;31;DET;29;0;18.7;2.6;6.9;0.373;1.1;4;0.27;1.5;3;0.512;0.45;0.9;1.2;0.794;0.2;1.7;1.9;1.6;0.9;0.2;0.7;1.5;7.2
155;De'Aaron Fox;PG;26;SAC;74;74;35.9;9.7;20.9;0.465;2.9;7.8;0.369;6.8;13.1;0.522;0.534;4.2;5.7;0.738;0.9;3.7;4.6;5.6;2;0.4;2.6;2.6;26.6
156;Javon Freeman-Liberty;PG;24;TOR;22;6;18.3;2.5;5.6;0.444;0.5;1.9;0.238;2;3.7;0.549;0.484;1.5;1.6;0.917;0.7;2.5;3.2;1.8;0.5;0.2;1.1;1.3;7
157;Alex Fudge;SF;20;TOT;6;0;6.7;1;2.5;0.4;0.2;0.8;0.2;0.8;1.7;0.5;0.433;0.3;0.3;1;0.7;0.2;0.8;0;0.5;0;0.3;0.3;2.5
157;Alex Fudge;SF;20;LAL;4;0;3.5;0.3;1.5;0.167;0;0.5;0;0.3;1;0.25;0.167;0.5;0.5;1;0.5;0;0.5;0;0;0;0.3;0.3;1
157;Alex Fudge;SF;20;DAL;2;0;13;2.5;4.5;0.556;0.5;1.5;0.333;2;3;0.667;0.611;0;0;0;1;0.5;1.5;0;1.5;0;0.5;0.5;5.5
158;Markelle Fultz;PG;25;ORL;43;18;21.2;3.6;7.6;0.472;0.1;0.4;0.222;3.5;7.2;0.487;0.479;0.5;0.8;0.697;1.3;1.9;3.2;2.8;1;0.3;1.2;1.5;7.8
159;Andrew Funk;SG;24;CHI;5;0;2.6;0;0.8;0;0;0.6;0;0;0.2;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0
160;Wenyen Gabriel;PF;26;MEM;5;0;16.2;1.6;4.4;0.364;0.2;1.2;0.167;1.4;3.2;0.438;0.386;0;1;0;1.4;3.6;5;0.6;0.4;0.4;1.6;2;3.4
161;Daniel Gafford;C-PF;25;TOT;74;66;24.5;4.7;6.5;0.725;0;0;0;4.7;6.5;0.725;0.725;1.6;2.4;0.674;2.6;5;7.6;1.6;0.9;2.1;1;3.1;11
161;Daniel Gafford;C;25;WAS;45;45;26.5;4.5;6.5;0.69;0;0;0;4.5;6.5;0.69;0.69;1.9;2.6;0.706;2.9;5.1;8;1.5;1;2.2;1;3.3;10.9
161;Daniel Gafford;PF;25;DAL;29;21;21.5;5;6.4;0.78;0;0;0;5;6.4;0.78;0.78;1.2;1.9;0.607;2.2;4.7;6.9;1.6;0.7;1.9;1;2.8;11.2
162;Danilo Gallinari;PF-SF;35;TOT;49;0;12.9;1.7;3.9;0.437;0.6;1.9;0.323;1.1;2;0.546;0.516;1.7;2;0.857;0.4;1.8;2.2;1.1;0.3;0.1;0.5;1;5.7
162;Danilo Gallinari;PF;35;WAS;26;0;14.8;2.2;5;0.435;0.8;2.5;0.313;1.4;2.6;0.552;0.511;1.8;2.2;0.839;0.5;2.5;2.9;1.2;0.2;0.1;0.5;1;7
162;Danilo Gallinari;SF;35;DET;6;0;15;2;3.7;0.545;1.2;2;0.583;0.8;1.7;0.5;0.705;3.5;4;0.875;0.3;2;2.3;2;0.3;0.3;0.2;1.5;8.7
162;Danilo Gallinari;SF;35;MIL;17;0;9.1;0.8;2.2;0.378;0.2;1;0.176;0.6;1.2;0.55;0.419;0.9;1.1;0.889;0.4;0.7;1.1;0.7;0.4;0.1;0.6;0.9;2.8
163;Darius Garland;PG;24;CLE;57;57;33.4;6.6;14.8;0.446;2.3;6.2;0.371;4.3;8.5;0.501;0.524;2.6;3.1;0.834;0.5;2.1;2.7;6.5;1.3;0.1;3.1;1.7;18
164;Usman Garuba;PF;21;GSW;6;0;3;0.2;1;0.167;0;0.2;0;0.2;0.8;0.2;0.167;0.2;0.3;0.5;0.5;0.7;1.2;0.2;0.2;0.5;0.3;0.3;0.5
165;Luka Garza;C;25;MIN;25;0;4.9;1.4;3;0.48;0.4;1.3;0.281;1.1;1.7;0.628;0.54;0.7;1;0.72;0.8;0.5;1.2;0.2;0.2;0;0.2;1;4
166;Kaiser Gates;SF;27;NOP;1;0;7;0;4;0;0;2;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0
167;Keyonte George;PG;20;UTA;75;44;27;4.3;10.9;0.391;2;5.9;0.334;2.3;5;0.459;0.482;2.5;3;0.848;0.2;2.6;2.8;4.4;0.5;0.1;2.5;1.2;13
168;Paul George;PF;33;LAC;74;74;33.8;7.9;16.7;0.471;3.3;7.9;0.413;4.6;8.8;0.523;0.569;3.6;3.9;0.907;0.5;4.7;5.2;3.5;1.5;0.5;2.1;2.7;22.6
169;Taj Gibson;PF;38;TOT;20;1;10.2;0.8;1.9;0.405;0.1;0.5;0.2;0.7;1.4;0.481;0.432;0.1;0.1;1;0.6;1.3;1.9;0.6;0.2;0.4;0.3;1.6;1.7
169;Taj Gibson;PF;38;NYK;16;1;10.3;0.4;1.4;0.304;0;0.4;0;0.4;1.1;0.412;0.304;0.1;0.1;1;0.6;1.1;1.8;0.6;0.1;0.4;0.3;1.8;1
169;Taj Gibson;PF;38;DET;4;0;9.8;2;3.5;0.571;0.5;1;0.5;1.5;2.5;0.6;0.643;0;0;0;0.5;1.8;2.3;0.5;0.3;0.3;0;0.8;4.5
170;Josh Giddey;SG;21;OKC;80;80;25.1;5;10.6;0.475;1;3;0.337;4;7.6;0.53;0.523;1.3;1.6;0.806;1.4;5;6.4;4.8;0.6;0.6;2.1;1.4;12.3
171;Harry Giles;C;25;TOT;23;0;4.3;1;2.2;0.46;0.1;0.6;0.214;0.9;1.6;0.556;0.49;0.3;0.6;0.538;0.5;0.8;1.3;0.3;0.1;0.1;0.3;0.7;2.4
171;Harry Giles;C;25;BRK;16;0;5.1;1.4;2.8;0.5;0.2;0.7;0.273;1.2;2.1;0.576;0.534;0.4;0.8;0.538;0.8;0.9;1.6;0.4;0.1;0.2;0.4;0.9;3.4
171;Harry Giles;C;25;LAL;7;0;2.7;0.1;0.9;0.167;0;0.4;0;0.1;0.4;0.333;0.167;0;0;0;0;0.6;0.6;0;0.1;0;0;0;0.3
172;Shai Gilgeous-Alexander;PG;25;OKC;75;75;34;10.6;19.8;0.535;1.3;3.6;0.353;9.3;16.2;0.576;0.567;7.6;8.7;0.874;0.9;4.7;5.5;6.2;2;0.9;2.2;2.5;30.1
173;Anthony Gill;PF;31;WAS;50;3;9.3;1.5;3.2;0.469;0.2;0.8;0.244;1.3;2.4;0.546;0.5;0.6;0.7;0.806;0.7;1.1;1.9;0.7;0.3;0.2;0.5;1;3.8
174;Collin Gillespie;PG;24;DEN;24;0;9.4;1.3;2.9;0.464;0.6;1.6;0.395;0.7;1.3;0.548;0.572;0.3;0.5;0.667;0;0.8;0.9;1.1;0.5;0;0.6;1;3.6
175;Jacob Gilyard;PG;25;TOT;41;14;17;1.5;3.7;0.4;1.2;3.1;0.405;0.2;0.6;0.375;0.57;0;0;1;0.2;0.9;1.1;3.3;0.8;0.1;0.7;1;4.2
175;Jacob Gilyard;PG;25;MEM;37;14;17.7;1.6;3.9;0.417;1.4;3.2;0.425;0.2;0.6;0.375;0.594;0.1;0.1;1;0.2;0.9;1.2;3.5;0.7;0.1;0.8;0.9;4.7
175;Jacob Gilyard;PG;25;BRK;4;0;11.3;0;1.5;0;0;1.5;0;0;0;0;0;0;0;0;0.3;0.5;0.8;1.5;1.5;0;0.3;1;0
176;Rudy Gobert;C;31;MIN;76;76;34.1;5.3;8.1;0.661;0;0;0;5.3;8;0.664;0.661;3.3;5.1;0.638;3.8;9.2;12.9;1.3;0.7;2.1;1.6;3.1;14
177;Jordan Goodwin;PG;25;TOT;57;12;18.5;2.5;6.7;0.369;0.7;2.5;0.298;1.7;4.2;0.411;0.424;0.8;1;0.746;1.5;2.9;4.4;2.7;0.8;0.3;1;1.3;6.5
177;Jordan Goodwin;PG;25;PHO;40;0;14;1.9;4.8;0.389;0.6;2;0.288;1.3;2.8;0.46;0.448;0.6;0.7;0.862;1;1.9;2.9;2;0.6;0.2;0.7;1.1;5
177;Jordan Goodwin;PG;25;MEM;17;12;29.2;3.9;11.1;0.349;1.1;3.6;0.311;2.8;7.5;0.367;0.399;1.1;1.8;0.633;2.8;5.2;8;4.5;1.5;0.5;1.6;1.9;10
178;Aaron Gordon;PF;28;DEN;73;73;31.5;5.5;9.8;0.556;0.5;1.9;0.29;4.9;7.9;0.619;0.584;2.4;3.7;0.658;2.4;4.1;6.5;3.5;0.8;0.6;1.4;1.9;13.9
179;Eric Gordon;SG;35;PHO;68;24;27.8;4;9.1;0.443;2.2;5.8;0.378;1.8;3.3;0.561;0.565;0.8;0.9;0.797;0.2;1.6;1.8;2;1;0.4;1.1;1.2;11
180;Devonte' Graham;PG;28;SAS;23;0;13.6;1.7;4.7;0.352;1.1;3.6;0.301;0.6;1.1;0.52;0.468;0.6;0.7;0.813;0.2;1.3;1.6;2.1;0.4;0.1;0.7;0.6;5
181;Jerami Grant;PF;29;POR;54;54;33.9;7.1;15.7;0.451;2.1;5.1;0.402;5;10.6;0.474;0.516;4.7;5.8;0.817;0.7;2.9;3.5;2.8;0.8;0.6;2.1;2.2;21
182;RaiQuan Gray;PF;24;SAS;3;0;13;3.3;5.7;0.588;1;2.3;0.429;2.3;3.3;0.7;0.676;0;0;0;0.7;1.7;2.3;2;0.3;0.3;0.3;0;7.7
183;A.J. Green;SG;24;MIL;56;0;11;1.5;3.5;0.423;1.2;3;0.408;0.3;0.5;0.519;0.599;0.3;0.3;0.895;0.2;1;1.1;0.5;0.2;0.1;0.2;0.9;4.5
184;Danny Green;SG;36;PHI;2;0;9;0;1;0;0;0.5;0;0;0.5;0;0;0;0;0;0;1;1;0.5;0.5;0;0;0.5;0
